"","person_id","gender","age","income","tenure","tot_off_rec","tot_off_view","tot_off_comp","tot_reward","tot_trans","tot_amount","ave_amount","max_amount","ave_amount_in","tot_trans_in","ave_amount_out","tot_trans_out","tot_reward_rec","bogo_rec","disc_rec","info_rec","bogo_view","disc_view","info_view","bogo_comp","disc_comp","mob_rec","social_rec","web_rec","mob_view","social_view","web_view","mob_comp","social_comp","web_comp"
"33","57dd18ec5ddc46828afb81ec5977bef2","F",54,80000,534,6,5,3,17,9,249.4,27.71,39.79,27.17,3,27.98,6,17,3,1,2,2,1,3,2,1,6,4,5,5,4,3,3,3,3
"34","be8a5d1981a2458d90b255ddc7e0d174","M",39,51000,1522,5,3,1,5,14,51.91,3.71,7.16,7.16,1,3.44,13,5,2,1,2,2,0,2,1,0,4,3,4,3,3,2,1,1,1
"35","3f89b8f80ebc4f94b7074f28071aa8d4","F",41,41000,1040,4,2,3,10,18,62.51,3.47,7.81,6,3,2.97,15,10,2,2,0,1,1,2,1,2,4,2,3,2,2,2,3,1,3
"36","a3b9b4bf115e4564933ea2e4bc936843","F",79,48000,1199,4,2,2,12,15,152,10.13,128,128,1,1.71,14,12,2,2,0,2,0,2,1,1,4,1,3,2,1,2,2,1,1
"37","7584948ea6d04f94b8798624706261c2","F",66,38000,110,4,4,1,5,5,56.08,11.22,17.26,17.26,1,9.7,4,5,3,0,1,3,0,3,1,0,4,3,2,4,3,3,1,0,1
"38","e9844d5beac04bf8b8d3ad18f7e37fca","F",56,52000,396,3,1,2,8,7,87.11,12.44,17.39,8.45,2,14.04,5,8,0,3,0,0,1,0,0,2,1,1,3,1,1,0,1,1,2
"39","f247806381704ea58c1b06f60602a6ae","F",39,56000,1465,5,3,3,10,13,150.23,11.56,106.26,37.84,3,3.67,10,10,2,2,1,1,1,2,1,2,5,2,4,3,2,2,3,1,3
"40","9fa9ae8f57894cc9a3b8a9bbe0fc1b2f","M",42,96000,921,4,4,4,20,12,320.48,26.71,34.56,24.6,4,27.76,8,20,1,3,0,1,3,1,1,3,3,2,4,3,2,1,3,2,4
"41","fe8264108d5b4f198453bbb1fa7ca6c9","F",78,93000,656,5,5,5,32,8,225.55,28.19,38.23,32.07,4,24.31,4,32,3,2,0,3,2,3,3,2,4,4,4,4,4,3,4,4,4
"42","186d6403f5824c739555b732f4af3f16","M",45,48000,294,4,2,0,0,6,17,2.83,6.58,0,0,2.83,6,0,1,2,1,1,1,1,0,0,3,2,3,2,2,1,0,0,0
"43","8a87fda1a6644337b4394a4c3cd0946c","M",29,50000,818,4,2,1,5,12,38.17,3.18,10.72,5.1,1,3.01,11,5,0,3,1,0,1,0,0,1,3,2,3,2,2,0,0,0,1
"44","b7a66e629b134079a9bc7120c7b9947b","M",44,35000,306,4,4,4,13,18,150.23,8.35,14.78,10.73,4,7.67,14,13,1,3,0,1,3,1,1,3,4,4,4,4,4,1,4,4,4
"45","ca82e1ebc759402c8ab95c341755bdf1","M",63,56000,14,3,3,3,14,9,121.62,13.51,22.29,14.44,3,13.05,6,14,1,2,0,1,2,1,1,2,3,2,2,3,2,1,3,2,2
"46","54890f68699049c2a04d415abc25e717","M",36,56000,210,3,2,2,8,7,118.85,16.98,22.39,19,2,16.17,5,8,0,2,1,0,1,0,0,2,2,2,2,2,2,0,1,1,2
"47","ab66a363907e43e9a7cd535f1578245b","F",76,47000,134,5,3,1,3,6,22.65,3.78,8.56,8.56,1,2.82,5,3,2,2,1,2,1,2,0,1,4,3,5,3,3,2,1,1,1
"48","d3f146b615514c6380b168bb3df5f05b","M",68,87000,338,5,5,5,25,8,177.18,22.15,26.23,20.59,4,23.7,4,25,3,2,0,3,2,3,3,2,5,4,5,5,4,3,5,4,5
"49","a5a6ef2b78a04ddc9f374dd7c7f60bff","M",75,52000,970,3,3,2,7,11,135.54,12.32,19.18,14.74,2,11.78,9,7,1,1,1,1,1,1,1,1,3,1,2,3,1,1,2,0,2
"50","2e87ba0fba1a4d1a8614af771f07a94d","M",67,76000,515,5,5,4,13,12,200.78,16.73,23.2,17.3,4,16.44,8,13,1,3,1,1,3,1,1,3,5,5,4,5,5,1,4,4,4
"51","d8af520c4a8a4c77b921098d7d838c4d","M",77,51000,727,5,4,0,0,11,23.81,2.16,5.94,0,0,2.16,11,0,2,1,2,2,0,2,0,0,4,4,3,4,4,2,0,0,0
"52","39dbcf43e24d41f4bbf0f134157e0e1e","M",76,64000,1426,3,2,1,2,8,110.92,13.87,26.4,26.4,1,12.07,7,2,1,1,1,0,1,1,0,1,3,2,1,2,1,1,1,0,1
"53","b62e66ca4dcf4df39fd522e750a88d81","M",57,98000,169,3,0,2,15,1,27.24,27.24,27.24,27.24,1,0,0,15,2,1,0,0,0,2,1,1,2,1,2,0,0,2,1,1,1
"54","8c7df0c393db488aac3e58b06a7ea5f9","F",53,72000,751,6,4,5,27,9,167.88,18.65,28.69,20.04,4,17.54,5,27,2,3,1,2,1,2,2,3,6,4,4,4,4,2,5,3,4
"55","3a1242dda16248728e350c4bdeb21972","F",53,117000,572,5,4,5,37,10,303.2,30.32,44.11,30.68,5,29.96,5,37,4,1,0,4,0,4,4,1,5,4,4,4,3,4,5,4,4
"56","8045834137dc47faa24f2c4547969f33","F",53,55000,274,5,3,1,2,8,20.18,2.52,4.83,2.02,1,2.59,7,2,2,3,0,2,1,2,0,1,4,3,5,3,3,2,1,1,1
"57","fb98ebe9e3e14afaa5b5db182b00b7ec","F",61,112000,258,5,5,2,5,2,67.25,33.62,33.87,33.38,1,33.87,1,5,0,4,1,0,4,0,0,2,5,3,5,5,3,0,2,2,2
"58","5cd6577aca5d4b419e452f9f505ffce7","F",67,77000,685,3,3,1,2,8,155.73,19.47,24.06,22.28,1,19.06,7,2,1,1,1,1,1,1,0,1,3,2,2,3,2,1,1,0,1
"59","99e9a1916821461ebd5d5048dc2dff7d","F",58,85000,182,4,4,4,14,15,290.42,19.36,28.32,20.68,3,19.03,12,14,1,3,0,1,3,1,1,3,3,3,4,3,3,1,3,3,4
"60","e528ceb341964128aaf58a59733ec2af","F",46,36000,28,5,3,0,0,5,17.13,3.43,6.58,0,0,3.43,5,0,0,3,2,0,3,0,0,0,5,3,5,3,3,0,0,0,0
"61","faf74115a43b4f718f4d4c0de116ee8a","M",30,41000,236,2,2,0,0,4,11.95,2.99,5.07,0,0,2.99,4,0,1,0,1,1,0,1,0,0,2,2,0,2,2,1,0,0,0
"62","0b73997a269247088b2a63355f53ee58","M",59,89000,341,6,4,2,15,2,45.4,22.7,22.96,22.7,2,0,0,15,2,3,1,1,2,2,1,1,5,4,4,4,3,2,1,1,1
"63","f44b44b53c0548d5b27c812fda4c358a","M",51,41000,938,6,4,3,9,20,75.96,3.8,10.28,6.71,3,3.28,17,9,2,4,0,1,3,2,1,2,4,4,5,3,3,2,3,3,3
"64","6e04a90a0e074496b5f229eb1f553433","M",27,35000,197,5,4,1,2,12,29.56,2.46,6.92,6.92,1,2.06,11,2,1,2,2,1,1,1,0,1,4,4,3,4,4,1,1,1,1
"65","262ad0fb526a4d53b572007da60cce24","M",40,53000,149,4,3,0,0,5,8.17,1.63,3.05,0,0,1.63,5,0,2,0,2,2,0,2,0,0,4,3,3,3,3,2,0,0,0
"66","a2b7a0b3487a4d779ddf4e11a034e2ee","F",73,91000,99,5,5,3,18,4,109.16,27.29,33.17,25.33,3,33.17,1,18,2,2,1,2,2,2,2,1,5,4,3,5,4,2,3,3,2
"67","2c5c63e5124e417b8504f76c868a4190","F",74,107000,945,5,4,4,9,10,298.3,29.83,45.98,34.1,4,26.98,6,9,0,4,1,0,4,0,0,4,5,4,5,4,4,0,4,4,4
"68","9d6da0a2ac54474e8ec986fd21cecef0","M",42,66000,978,3,2,2,8,7,136.94,19.56,33.26,20.91,2,19.02,5,8,0,2,1,0,1,0,0,2,2,1,3,2,1,0,1,1,2
"69","571b739ada3041fb8fbd20f23ce034f7","M",78,58000,988,6,6,3,30,10,126.94,12.69,18.54,13.31,3,12.43,7,30,3,0,3,3,0,3,3,0,6,4,5,6,4,3,3,3,3
"70","816afd4505d047cf893275fbfe825590","F",54,53000,578,6,5,2,4,18,57.03,3.17,8.48,4.5,2,3,16,4,4,2,0,3,2,4,0,2,6,6,3,5,5,4,2,2,2
"71","13b7b2eccf664a329d83d2a238a9a11d","F",70,74000,44,3,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,2,0,0,3,3,3,3,3,2,0,0,0
"72","68eee228713c429ebe1300155ad1fb33","F",49,57000,475,5,5,3,18,10,184.78,18.48,28.27,16.86,3,19.17,7,18,2,1,2,2,1,2,2,1,5,4,2,5,4,2,3,2,2
"73","ffc6c9fbe34b4578911dcdf6745b4c74","F",62,57000,108,3,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,2,1,3,2,1,1,0,0,0
"74","cbebad9819494b479dbf0c1207b4c0c5","M",64,70000,508,4,4,4,20,9,140.34,15.59,23,15.12,4,15.97,5,20,1,3,0,1,3,1,1,3,3,3,4,3,3,1,3,3,4
"75","4264b1d027cc493281bba4f44bfedaca","F",89,87000,254,4,3,4,13,9,248.63,27.63,45.04,26.09,4,28.85,5,13,0,4,0,0,3,0,0,4,3,2,4,3,2,0,3,2,4
"76","0ba6e2ad781c4429afd26cf0b35f2d11","M",73,51000,117,5,4,1,2,9,23.43,2.6,6.82,0.9,1,2.82,8,2,1,2,2,1,1,1,0,1,4,4,3,4,4,1,1,1,1
"77","b5abc1e85be84f43937b4fca0ad238cb","F",50,93000,447,5,5,4,13,12,297.29,24.77,35.21,24.8,4,24.76,8,13,1,3,1,1,3,1,1,3,5,4,4,5,4,1,4,3,4
"78","1c587de019994f93a242c6864fd7bc55","F",90,98000,959,4,1,1,10,3,80.03,26.68,38.19,15.15,1,32.44,2,10,2,1,1,1,0,2,1,0,3,3,1,1,1,2,1,1,0
"79","3f4e408b0b2d4ea89dd16d7437d867c1","F",68,84000,726,5,0,1,2,2,34.04,17.02,17.22,16.82,1,17.22,1,2,1,3,1,0,0,1,0,1,3,1,4,0,0,1,1,0,1
"80","13bda8fbd70a4814b956df1d55320398","M",60,64000,535,3,2,1,5,12,44.14,3.68,7.8,6.93,1,3.38,11,5,2,0,1,2,0,2,1,0,3,1,3,2,1,2,1,1,1
"81","b19c8e7ac2ff40ae92b4fcf3247f8912","M",45,54000,346,5,3,0,0,6,11.51,1.92,5.47,0,0,1.92,6,0,2,2,1,2,1,2,0,0,4,3,4,3,3,2,0,0,0
"82","21c73d53e2a74bb1b4dc172bff2b1aad","M",66,49000,914,6,5,5,23,18,200.93,11.16,16.49,12.34,5,10.71,13,23,2,3,1,2,2,2,2,3,6,4,6,5,4,2,5,4,5
"83","1abeb816d9fa49b4b5b5ae51bc3d24c3","F",19,73000,650,5,3,2,7,11,202.75,18.43,26.91,17.41,2,18.66,9,7,1,3,1,1,2,1,1,1,4,2,5,3,2,1,2,1,2
"84","92e07c49ee7448fca6e48df0c96e3eec","F",66,58000,160,5,4,3,18,10,163.53,16.35,23.98,18.78,3,15.31,7,18,2,1,2,2,1,2,2,1,5,2,4,4,2,2,3,2,2
"85","f8aedd0cbea0419c806842b4265b82e5","F",72,72000,715,6,5,6,40,12,201.92,16.83,24.39,17.89,6,15.76,6,40,4,2,0,3,2,4,4,2,6,6,4,5,5,4,6,6,4
"86","a9780228a1d04539afdee8b745e4be10","M",76,63000,841,5,5,4,14,13,224.76,17.29,29.85,16.71,4,17.55,9,14,1,3,1,1,3,1,1,3,4,3,5,4,3,1,3,3,4
"87","94f14dcfedba47e18b7efca13dd7574b","M",52,78000,438,5,3,4,32,6,117.92,19.65,29.14,24.34,4,10.28,2,32,3,2,0,2,1,3,3,1,5,3,4,3,2,3,4,3,3
"88","8a4bc602e4424ab6b16f0b907f2f22af","M",55,31000,228,4,2,1,5,5,30.73,6.15,8.18,8.18,1,5.64,4,5,3,0,1,2,0,3,1,0,4,2,3,2,2,3,1,0,1
"89","6d28f18e91324d358d69d1e4b01f1ace","F",39,60000,311,4,4,3,17,12,705.5,58.79,525.32,18.13,3,72.34,9,17,2,1,1,2,1,2,2,1,4,3,3,4,3,2,3,2,3
"90","52f0bd64403f4958ab8fe9a6947c13c3","F",45,44000,912,6,2,5,29,16,163.71,10.23,17.43,11.3,5,9.75,11,29,4,2,0,1,1,4,3,2,6,3,6,2,2,4,5,3,5
"91","93e67942586e43fb87d5ffb1ead8db41","F",57,114000,388,6,5,5,32,8,184.82,23.1,26.36,22.13,4,24.08,4,32,4,1,1,4,1,4,4,1,6,5,5,5,5,4,5,5,4
"92","e641af076cc54529bec6ab61fc25f4a6","M",74,48000,15,3,1,0,0,3,6.86,2.29,3.39,0,0,2.29,3,0,1,2,0,1,0,1,0,0,3,2,3,1,0,1,0,0,0
"93","716a961d2afb4c1d8307522a8cbb4f07","M",18,47000,730,6,4,5,20,22,275.61,12.53,29.81,12.14,5,12.64,17,20,2,4,0,1,3,2,1,4,6,5,5,4,4,2,5,4,5
"94","13033baa9d294c3c9165a00d71b72614","M",53,96000,303,5,5,4,13,5,138.84,27.77,38.57,27.44,3,28.26,2,13,2,3,0,2,3,2,1,3,5,4,4,5,4,2,4,3,4
"95","15953663abf54181adf1fd4c39442b85","F",59,98000,320,3,1,3,6,4,112.04,28.01,39.99,32.32,3,15.08,1,6,0,3,0,0,1,0,0,3,3,0,3,1,0,0,3,0,3
"96","0ac5ffb0f1624297a453494b845e1a91","M",57,46000,1360,4,3,1,2,10,34.22,3.42,8.68,1.41,1,3.65,9,2,1,1,2,1,0,1,0,1,4,2,4,3,1,1,1,1,1
"97","1a353048b0884fc5a0afa27677ef1e80","F",51,56000,348,5,4,2,8,7,40.94,5.85,14.92,14.92,1,4.34,6,8,1,2,2,0,2,1,1,1,5,4,3,4,4,1,2,1,2
"98","2cf5895bddf9467e878c6d51a622d5fb","F",64,37000,280,5,5,3,12,7,51.37,7.34,10.82,7.42,3,7.28,4,12,4,1,0,4,1,4,2,1,5,4,4,5,4,4,3,2,3
"99","6747dda08bed46298c23e05b64820a3a","M",71,57000,543,4,3,0,0,12,30.14,2.51,7.32,0,0,2.51,12,0,2,1,1,2,0,2,0,0,3,2,4,3,2,2,0,0,0
"100","f35b342b24734da18a830bb9329a4fbd","F",64,66000,462,4,4,2,12,4,50.35,12.59,19.9,11.71,2,13.46,2,12,2,1,1,2,1,2,1,1,4,3,2,4,3,2,2,1,1
"101","4c29d22467af4d7faa137c4eedd65340","M",83,46000,180,5,5,0,0,5,16.77,3.35,6.96,0,0,3.35,5,0,3,1,1,3,1,3,0,0,5,5,3,5,5,3,0,0,0
"102","e997a086fc13446da2aa9070d98d191a","M",26,71000,227,5,3,0,0,4,13.8,3.45,9.02,0,0,3.45,4,0,2,2,1,1,1,2,0,0,5,3,3,3,3,2,0,0,0
"103","17af917bb842480e925e49a8ca08c1f8","F",29,58000,127,5,5,1,3,12,30.48,2.54,10.17,10.17,1,1.85,11,3,1,3,1,1,3,1,0,1,5,5,3,5,5,1,1,1,1
"104","bf8d7498eb32431ab3fedaa14b7d3a0d","M",43,70000,315,4,3,0,0,1,2.03,2.03,2.03,0,0,2.03,1,0,2,2,0,2,1,2,0,0,3,2,4,3,2,2,0,0,0
"105","3dae0eadb47149b0b9b548d14548524b","F",89,65000,193,4,4,3,14,7,124.82,17.83,27.87,18.81,3,17.1,4,14,1,2,1,1,2,1,1,2,4,3,2,4,3,1,3,2,2
"106","5404741ead9442bdbd4b9aa2273e85af","F",49,79000,70,5,5,2,8,2,24.93,12.46,12.66,12.46,2,0,0,8,2,2,1,2,2,2,1,1,4,2,5,4,2,2,2,1,2
"107","81e9ad5fa55a4884b65e01a5db8f1b4e","M",79,67000,760,4,3,3,25,18,317.03,17.61,49.09,29.24,3,15.29,15,25,3,0,1,3,0,3,3,0,4,3,2,3,3,3,3,3,1
"108","b2f1cd155b864803ad8334cdf13c4bd2","F",55,94000,284,5,5,3,15,8,195.35,24.42,29.95,27.53,3,22.55,5,15,1,2,2,1,2,1,1,2,5,4,3,5,4,1,3,3,2
"109","37a97f6e09784a07bbb67bc6539f1a00","M",55,66000,235,5,3,2,20,19,272.23,14.33,24.25,13.29,2,14.45,17,20,2,0,3,2,0,2,2,0,5,2,3,3,2,2,2,2,0
"110","77927096ab4144fa930b4cadd4773cc2","M",45,31000,293,4,3,0,0,5,16.46,3.29,6.96,0,0,3.29,5,0,2,1,1,2,0,2,0,0,3,3,3,3,3,2,0,0,0
"111","acbc358a8bf44ba88d0de1f2bec5b2ab","M",52,30000,177,4,2,0,0,5,9.8,1.96,3.34,0,0,1.96,5,0,2,1,1,2,0,2,0,0,3,2,4,2,2,2,0,0,0
"112","8ca29d07b300474786a6016fe76174dd","M",39,55000,844,4,3,4,30,9,156.54,17.39,29.4,20.25,4,15.11,5,30,4,0,0,3,0,4,4,0,4,3,4,3,3,4,4,3,4
"113","88baa20c29a94178a43a7d68e5f039d4","M",77,69000,25,4,2,1,5,3,60.25,20.08,25.73,25.73,1,17.26,2,5,1,1,2,1,0,1,0,1,3,3,2,2,2,1,0,0,1
"114","a2bd377c7ab74d93bbfd87f70043a9f8","M",66,60000,18,5,3,2,8,6,30.9,5.15,11.18,7.72,1,4.64,5,8,2,2,1,1,1,2,1,1,5,3,3,3,3,2,2,1,2
"115","23f9e3baf42b43148fee9bbbc3530c7a","F",69,87000,303,4,4,2,10,2,53.21,26.6,34.11,26.6,2,0,0,10,3,1,0,3,1,3,2,0,3,2,4,3,2,3,2,1,2
"116","8486e692a5f94d179d507eaca848ecbd","M",74,53000,1437,2,2,1,2,4,55.13,13.78,21.72,21.72,1,11.14,3,2,1,1,0,1,1,1,0,1,2,2,1,2,2,1,1,1,1
"117","49f22e86d2db41878778d70958dc744e","F",75,87000,15,5,5,4,12,5,114.7,22.94,34.94,24.48,3,20.63,2,12,1,4,0,1,4,1,0,4,4,3,5,4,3,1,3,2,4
"118","28de174a5c854dd1be3187dc6edae45b","F",59,85000,1052,6,5,4,12,7,193.1,27.59,39.71,29.68,4,24.8,3,12,1,4,1,1,3,1,1,3,6,4,5,5,4,1,4,3,4
"119","a1eb338ccbca4cc88c9366939f16d819","M",47,66000,1669,3,3,2,12,5,74.17,14.83,20.89,18.23,2,12.57,3,12,1,1,1,1,1,1,1,1,3,1,2,3,1,1,2,1,1
"120","220a39cdfd6b41268c43a2e588fcb7e0","M",20,69000,60,4,2,0,0,1,0.87,0.87,0.87,0,0,0.87,1,0,2,2,0,1,1,2,0,0,3,2,4,2,2,2,0,0,0
"121","0c89378f14804b42b6e63e4dc26e8d3e","M",60,108000,457,4,4,2,7,4,127.28,31.82,48.1,24.72,2,38.92,2,7,1,2,1,1,2,1,1,1,4,3,3,4,3,1,2,1,2
"122","464d2302b99b46ad8eb3e42e1b849c24","M",65,61000,133,5,2,2,5,6,24,4,8.22,6.18,2,2.91,4,5,0,3,2,0,2,0,0,2,5,3,5,2,2,0,2,2,2
"123","3f36bc1d5fc0499b9f96f62348f0f9b0","M",33,43000,1193,4,1,1,2,8,19.78,2.47,6.54,0.63,1,2.74,7,2,0,4,0,0,1,0,0,1,2,1,4,1,1,0,1,1,1
"124","fe97aa22dd3e48c8b143116a8403dd52","F",39,67000,221,5,5,1,2,11,562.77,51.16,380.24,18.97,1,54.38,10,2,0,1,4,0,1,0,0,1,5,2,4,5,2,0,1,1,1
"125","dbca75f289544e09836322ba2e104854","M",49,59000,55,3,2,1,5,6,38.26,6.38,15.06,5.21,1,6.61,5,5,1,1,1,1,1,1,1,0,3,1,3,2,1,1,1,1,1
"126","c863af14b3654499b1caea5e640136d2","M",68,58000,169,5,5,0,0,2,17.19,8.6,8.8,0,0,8.6,2,0,1,3,1,1,3,1,0,0,4,4,3,4,4,1,0,0,0
"127","d7dc31e069124ef49e1bb937cb89f41c","M",42,80000,532,3,3,1,10,3,53.74,17.91,20.98,13.3,1,20.22,2,10,1,0,2,1,0,1,1,0,3,2,2,3,2,1,1,1,1
"128","1827da57bb924833a6f73c79b5f2bbc5","M",72,33000,56,6,3,0,0,5,8.14,1.63,3.26,0,0,1.63,5,0,3,3,0,2,1,3,0,0,5,3,6,3,3,3,0,0,0
"129","721eb06ac285463aa6e1184e0ea9b7f0","F",18,49000,429,5,3,2,6,10,30.47,3.05,5.99,2.82,2,3.1,8,6,1,4,0,1,2,1,0,2,4,2,5,3,2,1,2,2,2
"130","d594b1f288674594a02c8527e5837ade","F",32,42000,29,2,1,2,10,7,71.19,10.17,21.31,15.73,2,7.94,5,10,2,0,0,1,0,2,2,0,2,1,2,1,1,2,2,1,2
"131","0f54094029ca4107bfd36203aeb3ed14","M",67,50000,333,5,5,1,3,3,33.07,11.02,13.74,9.45,1,11.81,2,3,1,2,2,1,2,1,0,1,5,3,4,5,3,1,1,1,1
