,id,gender,age,membership_start,income
52,e9844d5beac04bf8b8d3ad18f7e37fca,F,56,2017-06-26,52000.0
53,f247806381704ea58c1b06f60602a6ae,F,39,2014-07-23,56000.0
54,81ac76e4f2fe4a6bb5ebdc0f19cecc56,,118,2017-05-28,
55,9fa9ae8f57894cc9a3b8a9bbe0fc1b2f,M,42,2016-01-17,96000.0
56,020d3a52b9ce432ea5f98fc58e9bfcc4,,118,2017-10-13,
57,4be1127413db496d8103c783ae72058b,,118,2015-12-20,
58,fe8264108d5b4f198453bbb1fa7ca6c9,F,78,2016-10-09,93000.0
59,186d6403f5824c739555b732f4af3f16,M,45,2017-10-06,48000.0
60,8a87fda1a6644337b4394a4c3cd0946c,M,29,2016-04-30,50000.0
61,b7a66e629b134079a9bc7120c7b9947b,M,44,2017-09-24,35000.0
62,ca82e1ebc759402c8ab95c341755bdf1,M,63,2018-07-13,56000.0
63,54890f68699049c2a04d415abc25e717,M,36,2017-12-28,56000.0
64,ab66a363907e43e9a7cd535f1578245b,F,76,2018-03-14,47000.0
65,d3f146b615514c6380b168bb3df5f05b,M,68,2017-08-23,87000.0
66,a5a6ef2b78a04ddc9f374dd7c7f60bff,M,75,2015-11-29,52000.0
67,2e87ba0fba1a4d1a8614af771f07a94d,M,67,2017-02-26,76000.0
68,d8af520c4a8a4c77b921098d7d838c4d,M,77,2016-07-30,51000.0
69,39dbcf43e24d41f4bbf0f134157e0e1e,M,76,2014-08-31,64000.0
70,b62e66ca4dcf4df39fd522e750a88d81,M,57,2018-02-07,98000.0
71,8c7df0c393db488aac3e58b06a7ea5f9,F,53,2016-07-06,72000.0
72,3a1242dda16248728e350c4bdeb21972,F,53,2016-12-31,117000.0
73,8045834137dc47faa24f2c4547969f33,F,53,2017-10-26,55000.0
74,fb98ebe9e3e14afaa5b5db182b00b7ec,F,61,2017-11-10,112000.0
75,5cd6577aca5d4b419e452f9f505ffce7,F,67,2016-09-10,77000.0
76,99e9a1916821461ebd5d5048dc2dff7d,F,58,2018-01-25,85000.0
77,e528ceb341964128aaf58a59733ec2af,F,46,2018-06-29,36000.0
78,faf74115a43b4f718f4d4c0de116ee8a,M,30,2017-12-02,41000.0
79,0b73997a269247088b2a63355f53ee58,M,59,2017-08-20,89000.0
80,9d8d6bb2fc544a9c802888971ee3e8b1,,118,2017-09-18,
81,f44b44b53c0548d5b27c812fda4c358a,M,51,2015-12-31,41000.0
82,6e04a90a0e074496b5f229eb1f553433,M,27,2018-01-10,35000.0
83,262ad0fb526a4d53b572007da60cce24,M,40,2018-02-27,53000.0
84,a89752cdfdf24779aa22faa2bc24e7c2,,118,2015-09-20,
85,a2b7a0b3487a4d779ddf4e11a034e2ee,F,73,2018-04-19,91000.0
86,2c5c63e5124e417b8504f76c868a4190,F,74,2015-12-24,107000.0
87,9d6da0a2ac54474e8ec986fd21cecef0,M,42,2015-11-21,66000.0
88,571b739ada3041fb8fbd20f23ce034f7,M,78,2015-11-11,58000.0
89,816afd4505d047cf893275fbfe825590,F,54,2016-12-25,53000.0
90,13b7b2eccf664a329d83d2a238a9a11d,F,70,2018-06-13,74000.0
91,68eee228713c429ebe1300155ad1fb33,F,49,2017-04-08,57000.0
92,ffc6c9fbe34b4578911dcdf6745b4c74,F,62,2018-04-10,57000.0
93,cbebad9819494b479dbf0c1207b4c0c5,M,64,2017-03-05,70000.0
94,4264b1d027cc493281bba4f44bfedaca,F,89,2017-11-14,87000.0
95,0ba6e2ad781c4429afd26cf0b35f2d11,M,73,2018-04-01,51000.0
96,53bac762af27471eb294ff89ca1bae2c,,118,2016-08-06,
97,b5abc1e85be84f43937b4fca0ad238cb,F,50,2017-05-06,93000.0
98,1c587de019994f93a242c6864fd7bc55,F,90,2015-12-10,98000.0
99,3f4e408b0b2d4ea89dd16d7437d867c1,F,68,2016-07-31,84000.0
100,13bda8fbd70a4814b956df1d55320398,M,60,2017-02-06,64000.0
101,b19c8e7ac2ff40ae92b4fcf3247f8912,M,45,2017-08-15,54000.0
102,21c73d53e2a74bb1b4dc172bff2b1aad,M,66,2016-01-24,49000.0
103,488773cae11f4b71875bfccd4e3e99f2,,118,2017-02-23,
104,182e68952b474700b171e21b85c258ac,,118,2017-08-23,
105,1abeb816d9fa49b4b5b5ae51bc3d24c3,F,19,2016-10-15,73000.0
106,92e07c49ee7448fca6e48df0c96e3eec,F,66,2018-02-16,58000.0
107,f8aedd0cbea0419c806842b4265b82e5,F,72,2016-08-11,72000.0
108,5e9c83e8ab4d4e9ca83f3256d83ca756,,118,2016-01-30,
109,a9780228a1d04539afdee8b745e4be10,M,76,2016-04-07,63000.0
110,94f14dcfedba47e18b7efca13dd7574b,M,52,2017-05-15,78000.0
111,8a4bc602e4424ab6b16f0b907f2f22af,M,55,2017-12-10,31000.0
112,6d28f18e91324d358d69d1e4b01f1ace,F,39,2017-09-19,60000.0
113,52f0bd64403f4958ab8fe9a6947c13c3,F,45,2016-01-26,44000.0
114,93e67942586e43fb87d5ffb1ead8db41,F,57,2017-07-04,114000.0
115,e641af076cc54529bec6ab61fc25f4a6,M,74,2018-07-12,48000.0
116,716a961d2afb4c1d8307522a8cbb4f07,M,18,2016-07-27,47000.0
117,13033baa9d294c3c9165a00d71b72614,M,53,2017-09-27,96000.0
118,15953663abf54181adf1fd4c39442b85,F,59,2017-09-10,98000.0
119,0ac5ffb0f1624297a453494b845e1a91,M,57,2014-11-04,46000.0
120,1a353048b0884fc5a0afa27677ef1e80,F,51,2017-08-13,56000.0
121,c099206f76b1414db7552f163520053c,,118,2015-07-30,
122,e6d3eebb535e44aca1323edde5c346fa,,118,2017-11-25,
123,2cf5895bddf9467e878c6d51a622d5fb,F,64,2017-10-20,37000.0
124,6747dda08bed46298c23e05b64820a3a,M,71,2017-01-29,57000.0
125,f35b342b24734da18a830bb9329a4fbd,F,64,2017-04-21,66000.0
126,4c29d22467af4d7faa137c4eedd65340,M,83,2018-01-27,46000.0
127,e997a086fc13446da2aa9070d98d191a,M,26,2017-12-11,71000.0
128,baba98dba43e42ae8e86cbd70725e201,,118,2016-04-18,
129,17af917bb842480e925e49a8ca08c1f8,F,29,2018-03-21,58000.0
130,bf8d7498eb32431ab3fedaa14b7d3a0d,M,43,2017-09-15,70000.0
131,3dae0eadb47149b0b9b548d14548524b,F,89,2018-01-14,65000.0
132,5404741ead9442bdbd4b9aa2273e85af,F,49,2018-05-18,79000.0
133,81e9ad5fa55a4884b65e01a5db8f1b4e,M,79,2016-06-27,67000.0
134,b2f1cd155b864803ad8334cdf13c4bd2,F,55,2017-10-16,94000.0
135,37a97f6e09784a07bbb67bc6539f1a00,M,55,2017-12-03,66000.0
136,77927096ab4144fa930b4cadd4773cc2,M,45,2017-10-07,31000.0
137,acbc358a8bf44ba88d0de1f2bec5b2ab,M,52,2018-01-30,30000.0
138,8ca29d07b300474786a6016fe76174dd,M,39,2016-04-04,55000.0
139,88baa20c29a94178a43a7d68e5f039d4,M,77,2018-07-02,69000.0
140,a2bd377c7ab74d93bbfd87f70043a9f8,M,66,2018-07-09,60000.0
141,23f9e3baf42b43148fee9bbbc3530c7a,F,69,2017-09-27,87000.0
142,8486e692a5f94d179d507eaca848ecbd,M,74,2014-08-20,53000.0
143,58748c1cf9f746838c6ec62acdff28ad,,118,2016-10-18,
144,49f22e86d2db41878778d70958dc744e,F,75,2018-07-12,87000.0
145,28de174a5c854dd1be3187dc6edae45b,F,59,2015-09-09,85000.0
146,a1eb338ccbca4cc88c9366939f16d819,M,47,2013-12-30,66000.0
147,220a39cdfd6b41268c43a2e588fcb7e0,M,20,2018-05-28,69000.0
148,0c89378f14804b42b6e63e4dc26e8d3e,M,60,2017-04-26,108000.0
149,464d2302b99b46ad8eb3e42e1b849c24,M,65,2018-03-15,61000.0
150,3f36bc1d5fc0499b9f96f62348f0f9b0,M,33,2015-04-21,43000.0
151,fe97aa22dd3e48c8b143116a8403dd52,F,39,2017-12-17,67000.0
152,dbca75f289544e09836322ba2e104854,M,49,2018-06-02,59000.0
153,c863af14b3654499b1caea5e640136d2,M,68,2018-02-07,58000.0
154,d7dc31e069124ef49e1bb937cb89f41c,M,42,2017-02-09,80000.0
155,1827da57bb924833a6f73c79b5f2bbc5,M,72,2018-06-01,33000.0
156,721eb06ac285463aa6e1184e0ea9b7f0,F,18,2017-05-24,49000.0
157,d594b1f288674594a02c8527e5837ade,F,32,2018-06-28,42000.0
158,0f54094029ca4107bfd36203aeb3ed14,M,67,2017-08-28,50000.0
159,5f18c5754dc04baaa1267c823f877a85,M,52,2018-07-04,42000.0
160,d8567f1400d8486cb31c6abba64389ec,M,38,2017-10-19,64000.0
161,30fae86966114f6e83c3043b22b6b7c4,F,60,2018-03-16,77000.0
162,fd700397b7c8440baa70d5539926c5a0,F,62,2017-12-22,77000.0
163,4293153650e04742b310ac06cd3810e9,F,55,2018-07-08,51000.0
164,2ce2e03319c7446ca9c379b4589da19b,M,22,2018-04-28,63000.0
165,4d15a2a5ac134c58971b910b859bec24,M,34,2017-12-06,41000.0
166,127cd9d95e6247e5b92bff64d6205a94,M,46,2014-12-14,60000.0
167,4e233f02eff840c7a3e5ec15d55d7d23,M,85,2018-07-26,67000.0
168,3ecb372184104ff7bad0f0f60cb56e29,F,51,2017-03-16,85000.0
169,770df32893694100afc703ea9c9df401,,118,2015-09-05,
170,8a37057f57c4495fb98dfcc8b909b09f,F,53,2016-04-27,85000.0
171,11da2f066d3943699d10b61fd276fd1a,M,51,2016-08-10,92000.0
172,50b92ea51e2649dfbf7120d5e554e991,,118,2018-01-14,
173,21b02228cd4441b49bf0b5ff046f4b75,M,48,2015-06-01,44000.0
174,629fc02d56414d91bca360decdfa9288,M,52,2018-06-05,72000.0
175,41f9e7e0d8c644bb8b3f9c3a8699dc53,,118,2017-06-07,
176,c87b50fcdd4a4d2faacff6112243a8dd,M,62,2016-03-05,53000.0
177,91dc71c4e9bd45b0861825c32f5ee8f9,M,42,2018-03-25,62000.0
178,3bd5ba038a5c46cc94e8cd5e5739c967,M,55,2017-10-25,65000.0
179,92214286965d4eb1ad14dc8b0b04a20f,F,27,2015-09-15,50000.0
180,37155a5f4ff248529399c95472186879,M,68,2018-05-30,107000.0
181,c84fe4915ef74c7f9e81b003d3ecf54c,F,74,2017-12-20,83000.0
182,041fd7c6b796430a867c4e03d2ff8f4d,M,77,2014-10-11,66000.0
183,9e91e04b9a344f4e948728bf127967b6,M,35,2018-01-18,72000.0
184,348bdc19d65f49b8b98f72c59e64cd89,F,50,2017-11-08,69000.0
185,c74beaa959a742309ba8350b7d472676,M,45,2015-10-27,94000.0
186,c79da41557894c7eacc5c0156dc1f4dc,M,82,2016-12-31,87000.0
187,8cc1a1bd309842bfaafd4483d994579b,M,40,2013-12-22,57000.0
188,83e2ccc1d4374c14865e8e2cf16007dd,M,66,2018-06-17,34000.0
189,17c803219d1348d4a016691c947de0ed,M,52,2018-04-11,63000.0
190,791ffe6d3dc848d2b233129a8096f7ab,F,57,2016-03-29,89000.0
191,2204f8ff966f48db90246bd7b5918a7f,M,68,2016-06-29,69000.0
192,0b9cac742f534951b5af48395dfe6879,M,21,2018-03-03,52000.0
193,b818e955451b47db9fc8767fa45e464e,M,61,2017-08-15,44000.0
194,1d25a96a0ba44f4eb28f587adf3ba9dd,,118,2016-05-06,
195,a9ecb39d93d74696a9d6ddd5355329ff,F,58,2018-03-17,54000.0
196,0d18c37c8b58459f8aa6af2f7b541357,F,67,2018-06-14,54000.0
197,d250372c924747d8ac9a8fa88f584bc3,M,24,2017-02-12,61000.0
198,569866874d614a6a9c30d9f1e3a23b8d,,118,2015-02-06,
199,3cea9c09fefb4c33ae2f0aa604af7eb4,M,26,2017-11-17,35000.0
200,87efa556dd48400cb4231a273e088bcf,F,71,2017-12-07,105000.0
201,4e4c47b460b1414c8ddd459b61f84b9e,F,69,2017-12-12,64000.0
202,accec36a10704e1fbaeb9b28b8bc5da8,M,81,2018-05-03,93000.0
203,d1a6fe4c241e4dbf8a4da6fd6c714ac5,M,62,2016-04-05,73000.0
204,1eed89c11cc749a4bb93d8cef032821d,M,38,2017-07-09,74000.0
205,3f279ee9fd0d4195b0b9574ce0ae6923,M,61,2017-09-26,82000.0
206,2d40e25b82b94b37bbad2332e90a1034,F,52,2017-08-09,92000.0
207,9df2790f060d430e94f17189042e5671,M,50,2017-12-25,70000.0
208,ae47fbe72b274838a2093c3e91bc03dc,M,54,2017-02-16,118000.0
209,018b8f83176d471db63d9733c741fc8a,F,75,2018-05-02,109000.0
210,d2e88e95c0ae41c0980e4cfc10d162d8,M,82,2018-03-19,73000.0
211,aa4a681ea192401ab469b616f8fe6885,M,64,2018-07-20,38000.0
212,ae40f2f496e84ed29e7638b0bccee9a4,F,54,2015-10-06,99000.0
213,e94a9c2e750645d0a1aca57a9b4ca4c3,,118,2018-07-08,
214,5a3d291f75984396b6eb2800206ec716,M,82,2018-01-08,72000.0
215,82d8f33acf684ed6b16260d1dc1b30d5,,118,2015-11-15,
216,bf2c086d4c4049289df1e0c8ea08f55c,M,90,2018-05-09,45000.0
217,5b9c1a35c0144b6ab584e666dec7c531,F,34,2018-04-17,67000.0
218,ad3c443c9ce34aa38929b0a84cb14c04,M,44,2018-07-18,53000.0
219,688e4f2487d44ad8bbcc0f96936f42d6,F,79,2018-07-11,106000.0
220,73c157a4b8e342fcb5d8479d8cb41e81,F,58,2016-12-31,95000.0
221,82d57bf7f37a4b37aff9e7bd293be8bc,,118,2018-03-27,
222,e737ff591120415581ddbe817b8c82ca,F,47,2016-01-05,74000.0
223,9cb34ff9de694c578154da3efc9915db,F,60,2017-11-17,59000.0
224,32189735a963491082e35dd4c3221690,M,83,2017-08-07,54000.0
225,4e5923e5deab4d5cb1624a0b1cc9909c,F,74,2018-05-17,103000.0
226,2c5c71b7bfaa4e3e8088fc177e6e559b,M,89,2015-09-17,101000.0
227,307245a5204947e5a9f952daffcad5f2,M,68,2016-03-05,62000.0
228,eb834c09384149e88983526893d4d0cb,F,63,2017-11-27,110000.0
229,f93884685d214230bbc7c5f46aef121f,F,40,2018-07-06,51000.0
230,341276cb09ac42ad8473be091b52b082,F,79,2017-12-17,99000.0
231,18174519037241e9b1ddcb627ca4dc41,M,71,2018-03-21,30000.0
232,978d48db5c714a4490d904412f85b502,F,76,2015-09-06,114000.0
233,2f442d5255324bbd9438b8a213544532,M,89,2016-05-28,96000.0
234,044f41cfd98940119477d73c81f973a3,M,63,2017-07-29,36000.0
235,be76cd174fa445238be5e3bb58a211b8,,118,2018-05-01,
236,031387fa9cfd47e88f4e4b4b4cb71925,M,41,2017-09-22,83000.0
237,8c410d84af08408fb41f953c93ffac27,F,71,2018-04-08,56000.0
238,09e7e40eb89943458f4f79fe2e023dd6,M,44,2017-10-11,36000.0
239,97b2476046874de3975e8feee95a1f98,M,25,2016-04-06,73000.0
240,0ad8a9771c59432f9641e48212b2ccb9,M,27,2018-03-27,70000.0
241,2a01c11fdcc441bcbdc842c35adccb2f,M,67,2018-02-12,106000.0
242,78e9be059fce46a1b610f74e0e812a4a,F,77,2016-02-19,80000.0
243,ad4fd34e9f7e4fd9ae627edd73ca2081,F,68,2015-12-29,66000.0
244,0e4e14ea66044a9eaee0b5efbff6ca62,M,37,2016-04-20,64000.0
245,ace4a7611da040748d1722cda25b6280,M,55,2016-03-23,60000.0
246,c894971c9e414a358b84255199727636,M,30,2016-09-03,54000.0
247,e277228d77a64ab896d6dd6d88f970d3,M,51,2015-08-15,54000.0
248,f20277feaaca40b1ae9295a1d897fcb8,F,47,2018-07-12,92000.0
249,6f04a68e93df44d1b2329a399016452b,M,49,2018-02-04,48000.0
250,27aa749a6f5f448e91327028a2ac7fb5,M,32,2015-10-08,38000.0
251,ba9fb3e4a7084361914c1647d871d27e,M,30,2017-04-18,69000.0
252,00c6035df45840038a72766c6d27a0db,M,47,2017-02-25,86000.0
253,bbeb54e861614fc7b22a8844f72dca6c,,118,2017-12-07,
254,fffad4f4828548d1b5583907f2e9906b,M,34,2017-01-23,34000.0
255,a1ad0bbe76f8403786baa50ff845bc42,F,78,2017-06-04,101000.0
256,50fb5c0c6b1b4f43bd5f4a818dddb513,F,85,2016-03-02,71000.0
257,a97e6f33219c432db82acfa0d19c602d,F,75,2013-08-06,69000.0
258,c6a2cd4fdc104ea5896ac60300f6842d,F,76,2017-03-11,71000.0
259,4c0b938c4e994b168f0062d7dbb79796,F,89,2015-07-22,59000.0
260,4de38d89a91c4286a583085d909817f9,M,58,2018-01-29,70000.0
261,5ad59daa0d6b41f0a0c115443c1d8828,M,23,2017-10-30,49000.0
262,2b91e3c00a424185ab261b2a204c9718,M,58,2017-09-16,53000.0
263,5ceb90c4e738427f90cd7b16d51c59bc,,118,2017-12-28,
264,23bc15e276d247669fd7d1c08a8fb678,F,64,2015-10-12,95000.0
265,da6c95e567f94dfdb54c16073807fcfe,M,72,2017-09-09,39000.0
266,fae3fbe975cc4421b853947d7448904e,F,66,2017-08-11,72000.0
267,7798d98a070845328d838312b65ba846,F,49,2017-08-09,68000.0
268,b21beefac7b6488f8384774c4d90faca,M,43,2017-04-13,71000.0
269,932715eb8a33450c83c1557c99968c7b,M,58,2018-07-17,39000.0
270,cac7e2d5e1f444debdbebcb02a9d6d3d,M,43,2017-08-06,76000.0
271,203831402e2b49a8bf1fa35263f17165,F,56,2017-03-29,87000.0
272,816f33d96b624c84a890f87694ac4172,F,69,2017-10-16,118000.0
273,d0be9ff460964c3398a33ad9b2829f3a,O,60,2018-02-16,94000.0
274,327d08559d564f13b6aaf681700c2e6e,M,81,2016-06-01,70000.0
275,c610bd00615c41079c7a1a33f76d9228,M,42,2017-04-03,91000.0
276,716cff13fcd44dc2a96c138950dc48bd,M,75,2015-01-10,71000.0
277,c05652fa9d2c4fac9a010ea5a9310c86,M,62,2018-01-27,73000.0
278,fbc039723b044dfd8a1723a976d667d9,F,55,2016-05-05,54000.0
279,e1103f6b4c444f84b65f856738c0f60c,M,65,2017-10-11,39000.0
280,b6905df3630b4137b077b6e1b4b21d75,M,52,2017-02-27,46000.0
281,2c3a4de659584bed8d27cfd865f06928,F,30,2017-10-15,40000.0
282,28416e7d96d746fb9c1fb8223d9e4914,F,74,2015-09-24,75000.0
283,24c1287eb7a84cfd80472a82e05b1d57,F,100,2015-08-28,63000.0
284,a4579681ffca49cfbff6f5453a49bf76,F,26,2017-03-24,40000.0
285,8a04ab4063e94628b5bbd86781639430,F,56,2016-03-28,53000.0
286,393e6938e7eb46cb86bcb04f231efc0f,M,50,2014-10-15,90000.0
287,62fb072537a647a89f99fb9ea66a7c00,M,73,2017-10-08,95000.0
288,0acaa564f18b418ba642e2a4ff3e028d,F,49,2017-12-10,74000.0
289,585fb2dc600d4a0f912d8911aba11203,M,37,2016-01-09,50000.0
290,9b0e7b326e314b758369c2f794566eb3,M,65,2016-02-12,57000.0
291,aec532a91d9948cb828cc657fa27fce2,F,64,2016-02-25,81000.0
292,9c64321646bf40f6ad1bc98864eaa6b8,F,48,2016-10-14,53000.0
293,4e6eb10de9744995be7496f5b1cc7bcf,M,20,2015-08-12,32000.0
294,a02783021b7c49eba12cb58cc73a4c44,,118,2018-02-05,
295,e89dce9d75634dc5bf1df0a0cea0f316,M,46,2018-07-23,40000.0
296,e08a264dc9a54efca07e1cf7e9b38480,M,24,2015-04-27,69000.0
297,a4ac99af1b7f4344b734ac07592ab717,M,71,2015-08-26,95000.0
298,f8362fcaa42248fca2a2a174951a954a,F,50,2018-05-25,78000.0
299,676506bad68e4161b9bbaffeb039626b,M,37,2017-05-15,92000.0
300,b7658a8eab2f42668a9d66499b001e88,F,57,2016-05-22,81000.0
301,98df356ed5864c12a227be4fff503e42,,118,2017-09-20,
302,a8719d4d305444579b2d2c1b777c3417,M,52,2014-04-25,85000.0
303,bd215efd787d4305a006a56154fbcb67,M,41,2016-08-24,41000.0
304,f5e59835627a49a0b13c4183522225d4,F,66,2017-06-18,74000.0
305,f970eafddcb34154aa4d646b4a71ca34,F,66,2015-10-01,87000.0
306,c4a3c86c7b5541cf83d443c2a89e5b5a,F,68,2017-10-25,120000.0
307,4bbcb71a7f75455e9957413cf743fef7,M,20,2016-03-08,70000.0
308,9ef935700f384fefa0e1a34f92555abd,M,43,2017-07-04,42000.0
309,32fbf97e89274e8a935903f2ad095e1f,M,73,2017-12-12,38000.0
310,f5e30345d068492b880e6e876bc72ff5,,118,2018-04-06,
311,68081ac19eae44ba99b47c8e1d4161a4,F,42,2017-05-29,56000.0
312,b268f71b99b94e1485ed1ccd4c20007b,M,82,2016-06-04,110000.0
313,91d4029efe87429984d0152b669cea65,,118,2018-04-18,
314,01ef4c6618b64334a15914ff9963eaac,F,70,2017-11-09,92000.0
315,7a7aece75d5347bd869fbcf707aea6b1,F,42,2017-10-10,71000.0
316,8f7dd3b2afe14c078eb4f6e6fe4ba97d,M,48,2015-09-03,62000.0
317,8b5ae6d6547745d5adae0b0828de3f7d,F,53,2015-09-10,93000.0
318,66ccb31b29da4e9db3337fcfd5039c17,M,64,2018-03-04,67000.0
319,dd0fe73d5e7b46e98304b1643394fe9e,M,79,2018-01-23,90000.0
320,b0be9b4679204f82b937260a08e54eb0,M,51,2016-05-11,55000.0
321,713a1ea744ee4267a741645078845eac,F,45,2018-01-20,88000.0
322,f8756fc0eea24e7ba3ccd846efc4d0d5,F,48,2016-06-02,105000.0
323,f65ef36215b24f5096aa9454b91ffeed,,118,2015-08-17,
324,01e8739670a042b3877f8e843bdf55a7,F,54,2015-10-24,119000.0
325,5e97488a58c641ea8ecb05a8e27fddc4,M,52,2018-07-10,48000.0
326,e6590c7f954f4ff482c069b45070b351,M,28,2013-09-24,68000.0
327,bb9cf26ad43044a3b0dd90c22bbd05d1,M,69,2014-05-02,47000.0
328,0861b9ca31b741bb8b411b18f82d18f6,M,73,2017-06-27,92000.0
329,599ad9ceb6f94a6283da40a556bdc262,,118,2017-08-21,
330,eefbc1aac05142aeb0ce661d3a19ae48,F,67,2017-08-13,71000.0
331,cc40aaa447054294a86c75d79881e35a,F,76,2018-06-13,34000.0
332,c34eaeb9e68248c382e4483328bb9867,F,55,2015-11-21,53000.0
333,69b02748e2864894b9a425d079d806ca,F,89,2018-06-23,83000.0
334,888e2bf068674fd6a62589c7c6218952,,118,2017-02-01,
335,717a423a31284ce1b767cad1c471d968,M,57,2018-04-29,41000.0
336,a384d6c6a6d844468bc2a3afe77e9d2d,,118,2016-07-21,
337,ca900921cfdd4b11a432df6f46a3e26d,F,54,2018-02-11,70000.0
338,b94c7601b17b41609daa2e3e56c3f53d,,118,2015-08-11,
339,b4a4a6b9648a45baa15f438ffb5565e9,M,58,2017-12-27,73000.0
340,eee612e774e8463baa95a9743ab2385d,,118,2017-08-15,
341,1e78f244cac34e758dff086f30dbc1be,M,49,2017-11-23,39000.0
342,07ebe89c877e4328b60f4e5676452ee1,F,73,2018-05-07,79000.0
343,371d6b3a983547709252bbbcbedda147,F,58,2017-02-19,76000.0
344,ea8a1cb1c56e42e4807e9ec27b95b97b,M,51,2017-12-14,70000.0
345,709189c4727342a782cd28ad41c1b316,M,74,2016-04-18,78000.0
346,c0f9e4bb1f3a4d30a34f5a835b2c97ea,M,53,2015-09-06,95000.0
347,9e0369f1045443c2a83a423920155ab3,M,61,2018-02-27,32000.0
348,02d206df55d54efda515783e1c525e8d,,118,2017-09-12,
349,acc3bb69130c45aca141e8aa86f41b42,M,41,2017-10-24,55000.0
350,8899cbcaf33d4e4d87a3f761b5ff8cf2,F,64,2017-10-08,95000.0
351,02b148f44eee4b9ca7487371472a6781,,118,2016-05-16,
352,cdc70ea5dcfa497bb0c53b3fc20f3691,,118,2017-09-28,
353,cda87c53c8434854b78be68c0cde4848,M,42,2017-09-08,75000.0
354,be2b393781594f4da055ef99b4d95e48,M,50,2016-04-26,57000.0
