"","person_id","gender","age","income","tenure","tot_off_rec","tot_off_view","tot_off_comp","tot_trans","tot_amount","ave_amount","max_amount","reward_off"
"88","8a4bc602e4424ab6b16f0b907f2f22af","M",55,31000,228,4,2,1,5,30.73,2.56,8.18,25
"89","6d28f18e91324d358d69d1e4b01f1ace","F",39,60000,311,4,4,3,12,705.5,30.67,525.32,17
"90","52f0bd64403f4958ab8fe9a6947c13c3","F",45,44000,912,6,2,5,16,163.71,5.65,17.43,34
"91","93e67942586e43fb87d5ffb1ead8db41","F",57,114000,388,6,5,5,8,184.82,7.7,26.36,32
"92","e641af076cc54529bec6ab61fc25f4a6","M",74,48000,15,3,1,0,3,6.86,0.98,3.39,11
"93","716a961d2afb4c1d8307522a8cbb4f07","M",18,47000,730,6,4,5,22,275.61,7.45,29.81,30
"94","13033baa9d294c3c9165a00d71b72614","M",53,96000,303,5,5,4,5,138.84,7.31,38.57,23
"95","15953663abf54181adf1fd4c39442b85","F",59,98000,320,3,1,3,4,112.04,10.19,39.99,6
"96","0ac5ffb0f1624297a453494b845e1a91","M",57,46000,1360,4,3,1,10,34.22,1.9,8.68,12
"97","1a353048b0884fc5a0afa27677ef1e80","F",51,56000,348,5,4,2,7,40.94,2.27,14.92,11
"98","2cf5895bddf9467e878c6d51a622d5fb","F",64,37000,280,5,5,3,7,51.37,2.57,10.82,32
"99","6747dda08bed46298c23e05b64820a3a","M",71,57000,543,4,3,0,12,30.14,1.59,7.32,15
"100","f35b342b24734da18a830bb9329a4fbd","F",64,66000,462,4,4,2,4,50.35,3.6,19.9,22
"101","4c29d22467af4d7faa137c4eedd65340","M",83,46000,180,5,5,0,5,16.77,1.12,6.96,23
"102","e997a086fc13446da2aa9070d98d191a","M",26,71000,227,5,3,0,4,13.8,1.15,9.02,20
"103","17af917bb842480e925e49a8ca08c1f8","F",29,58000,127,5,5,1,12,30.48,1.33,10.17,18
"104","bf8d7498eb32431ab3fedaa14b7d3a0d","M",43,70000,315,4,3,0,1,2.03,0.25,2.03,18
"105","3dae0eadb47149b0b9b548d14548524b","F",89,65000,193,4,4,3,7,124.82,6.93,27.87,14
"106","5404741ead9442bdbd4b9aa2273e85af","F",49,79000,70,5,5,2,2,24.93,1.78,12.66,23
"107","81e9ad5fa55a4884b65e01a5db8f1b4e","M",79,67000,760,4,3,3,18,317.03,11.32,49.09,25
"108","b2f1cd155b864803ad8334cdf13c4bd2","F",55,94000,284,5,5,3,8,195.35,9.3,29.95,15
"109","37a97f6e09784a07bbb67bc6539f1a00","M",55,66000,235,5,3,2,19,272.23,9.39,24.25,20
"110","77927096ab4144fa930b4cadd4773cc2","M",45,31000,293,4,3,0,5,16.46,1.37,6.96,20
"111","acbc358a8bf44ba88d0de1f2bec5b2ab","M",52,30000,177,4,2,0,5,9.8,0.89,3.34,15
"112","8ca29d07b300474786a6016fe76174dd","M",39,55000,844,4,3,4,9,156.54,7.83,29.4,30
"113","88baa20c29a94178a43a7d68e5f039d4","M",77,69000,25,4,2,1,3,60.25,6.03,25.73,15
"114","a2bd377c7ab74d93bbfd87f70043a9f8","M",66,60000,18,5,3,2,6,30.9,1.93,11.18,20
"115","23f9e3baf42b43148fee9bbbc3530c7a","F",69,87000,303,4,4,2,2,53.21,4.43,34.11,20
"116","8486e692a5f94d179d507eaca848ecbd","M",74,53000,1437,2,2,1,4,55.13,6.13,21.72,12
"117","49f22e86d2db41878778d70958dc744e","F",75,87000,15,5,5,4,5,114.7,6.04,34.94,17
"118","28de174a5c854dd1be3187dc6edae45b","F",59,85000,1052,6,5,4,7,193.1,8.78,39.71,14
"119","a1eb338ccbca4cc88c9366939f16d819","M",47,66000,1669,3,3,2,5,74.17,5.71,20.89,12
"120","220a39cdfd6b41268c43a2e588fcb7e0","M",20,69000,60,4,2,0,1,0.87,0.12,0.87,18
"121","0c89378f14804b42b6e63e4dc26e8d3e","M",60,108000,457,4,4,2,4,127.28,9.09,48.1,10
"122","464d2302b99b46ad8eb3e42e1b849c24","M",65,61000,133,5,2,2,6,24,1.6,8.22,8
"123","3f36bc1d5fc0499b9f96f62348f0f9b0","M",33,43000,1193,4,1,1,8,19.78,1.41,6.54,14
"124","fe97aa22dd3e48c8b143116a8403dd52","F",39,67000,221,5,5,1,11,562.77,25.58,380.24,2
"125","dbca75f289544e09836322ba2e104854","M",49,59000,55,3,2,1,6,38.26,3.19,15.06,7
"126","c863af14b3654499b1caea5e640136d2","M",68,58000,169,5,5,0,2,17.19,1.43,8.8,20
"127","d7dc31e069124ef49e1bb937cb89f41c","M",42,80000,532,3,3,1,3,53.74,5.37,20.98,10
"128","1827da57bb924833a6f73c79b5f2bbc5","M",72,33000,56,6,3,0,5,8.14,0.58,3.26,29
"129","721eb06ac285463aa6e1184e0ea9b7f0","F",18,49000,429,5,3,2,10,30.47,1.52,5.99,18
"130","d594b1f288674594a02c8527e5837ade","F",32,42000,29,2,1,2,7,71.19,5.93,21.31,10
"131","0f54094029ca4107bfd36203aeb3ed14","M",67,50000,333,5,5,1,3,33.07,2.36,13.74,15
"132","5f18c5754dc04baaa1267c823f877a85","M",52,42000,23,5,2,0,3,5.4,0.54,2.74,18
"133","d8567f1400d8486cb31c6abba64389ec","M",38,64000,281,3,2,3,9,150.94,8.88,34.44,25
"134","30fae86966114f6e83c3043b22b6b7c4","F",60,77000,132,6,5,5,5,106.91,5.09,32.27,29
"135","fd700397b7c8440baa70d5539926c5a0","F",62,77000,216,5,3,2,2,33.46,2.79,20.76,22
"136","4293153650e04742b310ac06cd3810e9","F",55,51000,19,4,4,1,2,25.9,2.35,13.88,12
"137","2ce2e03319c7446ca9c379b4589da19b","M",22,63000,90,5,5,0,6,19.8,1.24,5.47,27
"138","4d15a2a5ac134c58971b910b859bec24","M",34,41000,232,4,2,3,11,118.41,5.92,23.28,19
"139","127cd9d95e6247e5b92bff64d6205a94","M",46,60000,1320,5,4,3,26,105.58,2.78,11.13,27
"140","4e233f02eff840c7a3e5ec15d55d7d23","M",85,67000,1,3,2,1,5,22.18,2.02,10.85,10
"141","3ecb372184104ff7bad0f0f60cb56e29","F",51,85000,497,5,3,3,8,180,9.47,32.39,13
"142","8a37057f57c4495fb98dfcc8b909b09f","F",53,85000,821,5,4,4,8,177.09,8.43,32.71,22
"143","11da2f066d3943699d10b61fd276fd1a","M",51,92000,716,5,5,5,15,330.92,11.03,32.37,19
"144","21b02228cd4441b49bf0b5ff046f4b75","M",48,44000,1152,5,4,2,18,58.18,2.01,7.86,30
"145","629fc02d56414d91bca360decdfa9288","M",52,72000,52,6,6,3,3,66.05,3.67,33.9,17
"146","c87b50fcdd4a4d2faacff6112243a8dd","M",62,53000,873,4,3,3,10,125.56,6.28,17.52,22
"147","91dc71c4e9bd45b0861825c32f5ee8f9","M",42,62000,123,5,1,0,4,12.12,1.21,6.21,11
"148","3bd5ba038a5c46cc94e8cd5e5739c967","M",55,65000,275,3,3,0,7,16.69,1.28,4.16,20
"149","92214286965d4eb1ad14dc8b0b04a20f","F",27,50000,1046,4,4,2,8,89.78,4.99,22.71,25
"150","37155a5f4ff248529399c95472186879","M",68,107000,58,5,2,2,8,253.72,14.92,41.92,15
"151","c84fe4915ef74c7f9e81b003d3ecf54c","F",74,83000,218,2,1,1,1,25.69,5.14,25.69,10
"152","041fd7c6b796430a867c4e03d2ff8f4d","M",77,66000,1385,6,3,5,26,87.13,2.18,10.51,22
"153","9e91e04b9a344f4e948728bf127967b6","M",35,72000,189,5,3,5,14,261.56,9.69,26.94,27
"154","348bdc19d65f49b8b98f72c59e64cd89","F",50,69000,260,5,5,3,10,184.96,8.04,28.2,14
"155","c74beaa959a742309ba8350b7d472676","M",45,94000,1003,5,4,2,6,162.91,9.58,30.91,20
"156","c79da41557894c7eacc5c0156dc1f4dc","M",82,87000,572,2,2,0,8,155.64,12.97,27.45,0
"157","8cc1a1bd309842bfaafd4483d994579b","M",40,57000,1677,4,4,1,4,79.95,6.15,25.68,3
"158","83e2ccc1d4374c14865e8e2cf16007dd","M",66,34000,40,3,2,0,4,10.6,1.18,4.43,10
"159","17c803219d1348d4a016691c947de0ed","M",52,63000,107,3,2,0,2,6.18,0.88,3.17,5
"160","791ffe6d3dc848d2b233129a8096f7ab","F",57,89000,850,5,3,4,9,226.68,10.79,34.6,23
"161","2204f8ff966f48db90246bd7b5918a7f","M",68,69000,758,4,3,3,9,143.03,7.53,20.17,15
"162","0b9cac742f534951b5af48395dfe6879","M",21,52000,145,4,3,2,5,13.98,1,6.49,18
"163","b818e955451b47db9fc8767fa45e464e","M",61,44000,346,6,3,2,8,17.7,0.93,5,17
"164","a9ecb39d93d74696a9d6ddd5355329ff","F",58,54000,131,5,2,0,6,21.5,1.65,6.11,24
"165","0d18c37c8b58459f8aa6af2f7b541357","F",67,54000,43,4,3,0,7,17.38,1.24,6.25,17
"166","d250372c924747d8ac9a8fa88f584bc3","M",24,61000,529,5,2,2,10,155.42,8.18,27.25,22
"167","3cea9c09fefb4c33ae2f0aa604af7eb4","M",26,35000,251,5,3,0,4,10.1,0.84,3.55,19
"168","87efa556dd48400cb4231a273e088bcf","F",71,105000,231,4,3,4,9,212.27,10.61,40.39,15
"169","4e4c47b460b1414c8ddd459b61f84b9e","F",69,64000,226,5,4,4,9,146.49,6.66,26.5,22
"170","accec36a10704e1fbaeb9b28b8bc5da8","M",81,93000,85,6,6,0,0,0,0,0,19
"171","d1a6fe4c241e4dbf8a4da6fd6c714ac5","M",62,73000,843,5,5,3,11,232.19,9.67,46.87,20
"172","1eed89c11cc749a4bb93d8cef032821d","M",38,74000,383,1,1,1,8,796.77,72.43,644.11,2
"173","3f279ee9fd0d4195b0b9574ce0ae6923","M",61,82000,304,3,1,1,3,62.65,7.83,25.12,10
"174","2d40e25b82b94b37bbad2332e90a1034","F",52,92000,352,4,4,3,1,23.59,1.97,23.59,30
"175","9df2790f060d430e94f17189042e5671","M",50,70000,213,4,4,3,10,218.67,10.41,34.11,12
"176","ae47fbe72b274838a2093c3e91bc03dc","M",54,118000,525,5,5,3,7,185.61,9.28,36.18,35
"177","018b8f83176d471db63d9733c741fc8a","F",75,109000,86,2,2,2,2,37.04,4.63,18.57,10
"178","d2e88e95c0ae41c0980e4cfc10d162d8","M",82,73000,129,6,3,1,8,36.3,2.02,13.61,28
"179","aa4a681ea192401ab469b616f8fe6885","M",64,38000,7,6,3,0,5,10.54,0.75,3.26,12
"180","ae40f2f496e84ed29e7638b0bccee9a4","F",54,99000,1025,6,5,3,7,163.18,7.77,30.54,18
"181","5a3d291f75984396b6eb2800206ec716","M",82,72000,199,4,2,2,3,16.43,1.49,9.71,17
"182","bf2c086d4c4049289df1e0c8ea08f55c","M",90,45000,79,4,2,1,5,10.76,0.9,5.05,9
"183","5b9c1a35c0144b6ab584e666dec7c531","F",34,67000,101,5,3,0,7,19.06,1.27,5.43,18
"184","ad3c443c9ce34aa38929b0a84cb14c04","M",44,53000,9,3,3,1,6,69.32,5.33,16.73,15
"185","688e4f2487d44ad8bbcc0f96936f42d6","F",79,106000,16,4,2,0,0,0,0,0,13
"186","73c157a4b8e342fcb5d8479d8cb41e81","F",58,95000,572,5,2,3,11,321.03,15.29,49.68,25
"187","e737ff591120415581ddbe817b8c82ca","F",47,74000,933,3,2,2,14,254.69,12.13,32.51,15
"188","9cb34ff9de694c578154da3efc9915db","F",60,59000,251,6,3,1,7,24.6,1.45,6.21,22
"189","32189735a963491082e35dd4c3221690","M",83,54000,354,4,3,2,13,164.79,7.49,24.14,7
"190","4e5923e5deab4d5cb1624a0b1cc9909c","F",74,103000,71,6,3,0,0,0,0,0,25
"191","2c5c71b7bfaa4e3e8088fc177e6e559b","M",89,101000,1044,4,3,1,5,160.52,12.35,39.24,3
"192","307245a5204947e5a9f952daffcad5f2","M",68,62000,873,4,4,4,9,142.3,6.78,20.66,12
"193","eb834c09384149e88983526893d4d0cb","F",63,110000,241,5,2,3,5,102.67,6.84,26.04,19
"194","f93884685d214230bbc7c5f46aef121f","F",40,51000,21,4,4,0,5,72.2,5.55,24.76,12
"195","341276cb09ac42ad8473be091b52b082","F",79,99000,221,4,3,1,7,161.85,10.79,29.48,9
"196","18174519037241e9b1ddcb627ca4dc41","M",71,30000,127,3,1,0,5,12.49,1.39,5.83,7
"197","978d48db5c714a4490d904412f85b502","F",76,114000,1055,6,4,4,7,183.18,8.72,33.53,44
"198","2f442d5255324bbd9438b8a213544532","M",89,96000,790,5,5,4,6,140.53,7.03,33.45,28
"199","044f41cfd98940119477d73c81f973a3","M",63,36000,363,6,4,1,6,12.16,0.72,6.27,23
"200","031387fa9cfd47e88f4e4b4b4cb71925","M",41,83000,308,5,5,0,0,0,0,0,14
"201","8c410d84af08408fb41f953c93ffac27","F",71,56000,110,6,5,6,10,164.16,6.08,22.72,22
"202","09e7e40eb89943458f4f79fe2e023dd6","M",44,36000,289,6,3,1,6,21.56,1.35,7.37,12
"203","97b2476046874de3975e8feee95a1f98","M",25,73000,842,1,1,1,10,69.87,5.37,18.64,5
"204","0ad8a9771c59432f9641e48212b2ccb9","M",27,70000,122,4,2,0,5,13.29,1.21,6.58,30
"205","2a01c11fdcc441bcbdc842c35adccb2f","M",67,106000,164,5,4,1,6,171.87,10.74,41.16,27
"206","78e9be059fce46a1b610f74e0e812a4a","F",77,80000,888,6,6,5,10,222.36,8.24,28.78,22
"207","ad4fd34e9f7e4fd9ae627edd73ca2081","F",68,66000,940,5,5,5,10,145.28,5.81,23.72,21
"208","0e4e14ea66044a9eaee0b5efbff6ca62","M",37,64000,828,5,4,3,16,261.37,9.33,25.48,13
"209","ace4a7611da040748d1722cda25b6280","M",55,60000,855,4,1,0,6,15.33,1.39,5.2,20
"210","c894971c9e414a358b84255199727636","M",30,54000,692,6,6,5,20,700.47,18.93,442.78,21
"211","e277228d77a64ab896d6dd6d88f970d3","M",51,54000,1077,6,5,4,19,252.23,7.42,23.03,17
"212","f20277feaaca40b1ae9295a1d897fcb8","F",47,92000,15,4,4,1,2,66.15,6.01,33.72,18
"213","6f04a68e93df44d1b2329a399016452b","M",49,48000,172,5,4,1,8,19.24,1.07,6.56,15
"214","27aa749a6f5f448e91327028a2ac7fb5","M",32,38000,1023,6,5,3,18,172.35,5.39,19.02,35
"215","ba9fb3e4a7084361914c1647d871d27e","M",30,69000,465,4,2,3,8,167.79,9.87,29.79,9
"216","00c6035df45840038a72766c6d27a0db","M",47,86000,516,4,4,3,11,241.55,10.98,36.65,15
"217","fffad4f4828548d1b5583907f2e9906b","M",34,34000,549,4,4,3,12,88.83,3.86,12.18,15
"218","a1ad0bbe76f8403786baa50ff845bc42","F",78,101000,418,3,1,3,5,187.29,15.61,53.44,20
"219","50fb5c0c6b1b4f43bd5f4a818dddb513","F",85,71000,876,6,3,2,15,274.17,10.54,36.78,7
"220","a97e6f33219c432db82acfa0d19c602d","F",75,69000,1816,6,6,4,8,121.86,5.08,18.59,27
"221","c6a2cd4fdc104ea5896ac60300f6842d","F",76,71000,502,5,4,5,14,240.14,8.58,40.32,24
"222","4c0b938c4e994b168f0062d7dbb79796","F",89,59000,1101,3,3,2,4,56.52,4.71,21.43,8
"223","4de38d89a91c4286a583085d909817f9","M",58,70000,178,6,5,2,6,30.41,1.6,9.75,37
"224","5ad59daa0d6b41f0a0c115443c1d8828","M",23,49000,269,5,5,3,22,74.96,2.14,11.11,15
"225","2b91e3c00a424185ab261b2a204c9718","M",58,53000,314,5,5,3,10,122.65,5.33,21.21,15
"226","23bc15e276d247669fd7d1c08a8fb678","F",64,95000,1019,5,3,4,7,179.98,9.47,34.57,23
"227","da6c95e567f94dfdb54c16073807fcfe","M",72,39000,321,5,4,4,10,96.14,4.18,14.84,25
"228","fae3fbe975cc4421b853947d7448904e","F",66,72000,350,5,5,4,6,113.85,5.69,25.76,34
"229","7798d98a070845328d838312b65ba846","F",49,68000,352,6,2,0,6,14.49,1.03,4.31,32
"230","b21beefac7b6488f8384774c4d90faca","M",43,71000,470,2,2,2,10,204.5,12.78,27.18,7
"231","932715eb8a33450c83c1557c99968c7b","M",58,39000,10,5,2,0,5,5.04,0.42,3.16,29
"232","cac7e2d5e1f444debdbebcb02a9d6d3d","M",43,76000,355,5,5,3,9,157.16,7.14,22.87,15
"233","203831402e2b49a8bf1fa35263f17165","F",56,87000,485,4,2,3,11,223.46,11.17,30.37,12
"234","816f33d96b624c84a890f87694ac4172","F",69,118000,284,4,2,1,2,54.1,6.01,30.76,17
"235","d0be9ff460964c3398a33ad9b2829f3a","O",60,94000,160,5,5,4,6,857.75,42.89,713.12,24
"236","327d08559d564f13b6aaf681700c2e6e","M",81,70000,786,4,3,3,9,153.94,8.1,21.63,10
"237","c610bd00615c41079c7a1a33f76d9228","M",42,91000,480,5,4,3,6,139.98,7.78,33.22,22
"238","716cff13fcd44dc2a96c138950dc48bd","M",75,71000,1293,3,3,0,17,50.56,2.2,7.67,20
"239","c05652fa9d2c4fac9a010ea5a9310c86","M",62,73000,180,6,4,1,7,27.23,1.51,7.47,42
"240","fbc039723b044dfd8a1723a976d667d9","F",55,54000,813,5,5,5,14,220.47,7.6,25.94,19
"241","e1103f6b4c444f84b65f856738c0f60c","M",65,39000,289,6,4,4,8,82.42,3.75,18.29,30
"242","b6905df3630b4137b077b6e1b4b21d75","M",52,46000,514,6,2,2,10,141.64,7.08,125.32,37
"243","2c3a4de659584bed8d27cfd865f06928","F",30,40000,285,5,5,3,8,110.79,5.28,19.22,25
"244","28416e7d96d746fb9c1fb8223d9e4914","F",74,75000,1037,4,2,2,5,99.47,7.65,25.42,20
"245","24c1287eb7a84cfd80472a82e05b1d57","F",100,63000,1064,4,4,2,14,217.62,9.07,31.95,7
"246","a4579681ffca49cfbff6f5453a49bf76","F",26,40000,489,5,2,5,14,610.52,23.48,454.2,25
"247","8a04ab4063e94628b5bbd86781639430","F",56,53000,851,3,3,2,7,83.71,5.58,24.36,18
